"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"439","ENSG00000119508",218.387702989375,2.08258616704435,0.33956082253852,6.13317564575078,8.6141948457072e-10,4.90458574955773e-08,8013,"NR4A3","9",99821855,99866891,1,"protein_coding","nuclear receptor subfamily 4, group A, member 3 [Source:HGNC Symbol;Acc:HGNC:7982]"
"483","ENSG00000124496",484.060538524035,-0.780524539775778,0.127262592842393,-6.13318118343236,8.61389487141743e-10,4.90458574955773e-08,55809,"TRERF1","6",42224931,42452051,-1,"protein_coding","transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:HGNC:18273]"
"443","ENSG00000119714",61.5481477647446,-3.10214958167539,0.506005987945876,-6.13065784906721,8.75164370745836e-10,4.96418142132797e-08,8111,"GPR68","14",91232532,91253925,-1,"protein_coding","G protein-coupled receptor 68 [Source:HGNC Symbol;Acc:HGNC:4519]"
"963","ENSG00000165272",140.16648772188,-2.94471435892716,0.480629219785286,-6.12679012783008,8.96696235415968e-10,5.06733749454285e-08,360,"AQP3","9",33441154,33447611,-1,"protein_coding","aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]"
"1434","ENSG00000277196",36.1901302568853,7.24681187773038,1.18430370670567,6.11904854869411,9.41357237422728e-10,5.29994623076848e-08,102724788,"AC007325.2","KI270734.1",138082,161852,-1,"protein_coding",""
"1284","ENSG00000196507",1019.36101014415,1.07880281232695,0.176399489030003,6.11567991641666,9.61461380922284e-10,5.39308615335851e-08,85012,"TCEAL3","X",103607451,103629690,1,"protein_coding","transcription elongation factor A (SII)-like 3 [Source:HGNC Symbol;Acc:HGNC:28247]"
"1294","ENSG00000196850",525.408735772489,1.21096693739098,0.198100609648176,6.11288849409217,9.7843740305269e-10,5.46805699971697e-08,160760,"PPTC7","12",110533245,110583320,-1,"protein_coding","PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]"
"828","ENSG00000154930",672.611511675864,1.86968010198357,0.306010651126582,6.10985302341704,9.97229354407329e-10,5.55258771047758e-08,84532,"ACSS1","20",25006230,25058980,-1,"protein_coding","acyl-CoA synthetase short-chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]"
"675","ENSG00000140105",2847.98843007123,-1.38533065736955,0.227598197729584,-6.08673825710826,1.15234125147038e-09,6.37970223704737e-08,7453,"WARS","14",100333788,100376805,-1,"protein_coding","tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]"
"1010","ENSG00000167641",239.909910350848,2.79861313177944,0.459808164032686,6.0864798641994,1.15420165926113e-09,6.37970223704737e-08,94274,"PPP1R14A","19",38251237,38256591,-1,"protein_coding","protein phosphatase 1, regulatory (inhibitor) subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]"
"68","ENSG00000064115",1485.99431108556,0.980616973197887,0.161303517131899,6.07932790700421,1.2068733126478e-09,6.64658048001851e-08,51768,"TM7SF3","12",26973195,27014434,-1,"protein_coding","transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]"
"77","ENSG00000066322",1037.61690920666,0.495158952617702,0.0815149812253289,6.07445337255187,1.24410777478486e-09,6.82681603228865e-08,64834,"ELOVL1","1",43363397,43368074,-1,"protein_coding","ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]"
"564","ENSG00000132622",66.5973767313926,-2.36253132634791,0.389435769553057,-6.06654938004106,1.30687558319678e-09,7.14535404603436e-08,116835,"HSPA12B","20",3732667,3753111,1,"protein_coding","heat shock 70kD protein 12B [Source:HGNC Symbol;Acc:HGNC:16193]"
"228","ENSG00000100994",3076.64939375019,0.632510257045544,0.104382607093176,6.0595368774507,1.36514028224655e-09,7.43706819231077e-08,5834,"PYGB","20",25248069,25298014,1,"protein_coding","phosphorylase, glycogen; brain [Source:HGNC Symbol;Acc:HGNC:9723]"
"390","ENSG00000114450",2051.24846273034,0.949064838166135,0.156720717059135,6.05577141283769,1.3974633115573e-09,7.58587163209152e-08,59345,"GNB4","3",179396089,179451590,-1,"protein_coding","guanine nucleotide binding protein (G protein), beta polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:20731]"
"937","ENSG00000164104",1072.4290460514,1.25788473562665,0.207746414498744,6.05490467145586,1.40500843581415e-09,7.59959027157334e-08,3148,"HMGB2","4",173331695,173335125,-1,"protein_coding","high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]"
"1321","ENSG00000198189",1532.36970526682,0.709488228701438,0.117214702844572,6.05289448749641,1.42266056954568e-09,7.66768481344105e-08,51170,"HSD17B11","4",87336610,87391386,-1,"protein_coding","hydroxysteroid (17-beta) dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]"
"1148","ENSG00000176974",155.450218773783,1.09528115704042,0.181231640011945,6.04354271124085,1.50766440029934e-09,8.09701324203316e-08,6470,"SHMT1","17",18327860,18363563,-1,"protein_coding","serine hydroxymethyltransferase 1 (soluble) [Source:HGNC Symbol;Acc:HGNC:10850]"
"360","ENSG00000111728",205.085915430282,-1.38394618753592,0.229064007334942,-6.04174441736841,1.52456834508033e-09,8.15886487146348e-08,6489,"ST8SIA1","12",22063773,22437041,-1,"protein_coding","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]"
"22","ENSG00000013297",3473.51661188046,-1.64957267776566,0.273205847091307,-6.03783811850253,1.56192638344612e-09,8.32935742158151e-08,5010,"CLDN11","3",170418865,170860380,1,"protein_coding","claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]"
"1420","ENSG00000260914",558.748084912865,0.570317831996906,0.094554699315678,6.03161805943517,1.62326069561618e-09,8.62606429302001e-08,NA,"RP11-343C2.11","16",69299682,69322700,1,"protein_coding","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:I3L4J1]"
"634","ENSG00000137266",215.367386980664,-1.28522773370825,0.213215109995958,-6.02784546429476,1.6615980995169e-09,8.79891720880538e-08,63027,"SLC22A23","6",3268962,3457022,-1,"protein_coding","solute carrier family 22, member 23 [Source:HGNC Symbol;Acc:HGNC:21106]"
"419","ENSG00000116962",9623.1457893985,1.57086378980361,0.260706176861509,6.02541837985707,1.68672722895402e-09,8.90086546428871e-08,4811,"NID1","1",235975830,236065162,-1,"protein_coding","nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]"
"889","ENSG00000161813",1039.36615840631,0.803120717733611,0.13351283794889,6.01530706763234,1.79546027684246e-09,9.44175204610386e-08,113251,"LARP4","12",50392383,50480004,1,"protein_coding","La ribonucleoprotein domain family, member 4 [Source:HGNC Symbol;Acc:HGNC:24320]"
"11","ENSG00000008311",714.926322098101,1.13782471895757,0.189234810708827,6.01276643919564,1.82383720350846e-09,9.55779046613688e-08,10157,"AASS","7",122075647,122144280,-1,"protein_coding","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]"
"1372","ENSG00000213639",4844.05933497674,0.93967032637852,0.157629841402873,5.96124641131176,2.50321155522335e-09,1.30728065530544e-07,5500,"PPP1CB","2",28751640,28802940,1,"protein_coding","protein phosphatase 1, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:HGNC:9282]"
"422","ENSG00000117143",1603.24068885167,0.641093766952036,0.107564248013383,5.96010085871908,2.52082299036516e-09,1.31195409584468e-07,6675,"UAP1","1",162561506,162599842,1,"protein_coding","UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]"
"222","ENSG00000100626",539.065338456334,-0.889750789908325,0.149527911473759,-5.95039936784292,2.67488994143148e-09,1.3873701425678e-07,57452,"GALNT16","14",69259277,69357033,1,"protein_coding","polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]"
"879","ENSG00000160408",3832.73903714315,0.447618297754843,0.0753698322450235,5.93895839252578,2.86838645702048e-09,1.48265231711861e-07,30815,"ST6GALNAC6","9",127885321,127905408,-1,"protein_coding","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23364]"
"418","ENSG00000116711",112.05087665294,-2.48459207332203,0.419264417821363,-5.92607425698749,3.10262330298679e-09,1.59827312665765e-07,5321,"PLA2G4A","1",186828953,186988981,1,"protein_coding","phospholipase A2, group IVA (cytosolic, calcium-dependent) [Source:HGNC Symbol;Acc:HGNC:9035]"
"950","ENSG00000164442",7569.27463761189,1.57480006758226,0.265911364848156,5.92227439576162,3.17519237450783e-09,1.63011147498038e-07,10370,"CITED2","6",139371807,139374620,-1,"protein_coding","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2 [Source:HGNC Symbol;Acc:HGNC:1987]"
"469","ENSG00000123358",252.880673492217,1.38952507975173,0.234847924044164,5.91670156509633,3.2846188296134e-09,1.68059297886807e-07,3164,"NR4A1","12",52022832,52059507,1,"protein_coding","nuclear receptor subfamily 4, group A, member 1 [Source:HGNC Symbol;Acc:HGNC:7980]"
"863","ENSG00000158716",159.827819084471,1.30993227832678,0.221622985249746,5.91063366848264,3.40794174987706e-09,1.73782080141037e-07,54935,"DUSP23","1",159780932,159782543,1,"protein_coding","dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]"
"401","ENSG00000115419",4336.31336479654,1.05135416952317,0.178057793968094,5.90456697285355,3.53574216307416e-09,1.79093026955713e-07,2744,"GLS","2",190880827,190965552,1,"protein_coding","glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]"
"965","ENSG00000165507",18622.9253736255,1.63234340332095,0.276442577537075,5.90481906898742,3.53033983515019e-09,1.79093026955713e-07,11067,"C10orf10","10",44970981,44978810,-1,"protein_coding","chromosome 10 open reading frame 10 [Source:HGNC Symbol;Acc:HGNC:23355]"
"757","ENSG00000147526",8590.20817555019,0.861204164535671,0.145944014764181,5.90092143159978,3.61477026521363e-09,1.82485652222202e-07,6867,"TACC1","8",38728186,38853028,1,"protein_coding","transforming, acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]"
"83","ENSG00000067445",662.744651431154,-0.818231344719716,0.138785143920961,-5.89566953351797,3.73165146920227e-09,1.87138614241948e-07,7216,"TRO","X",54920462,54931431,1,"protein_coding","trophinin [Source:HGNC Symbol;Acc:HGNC:12326]"
"723","ENSG00000144827",336.486695104845,-0.71911196952585,0.121962068431967,-5.89619361799348,3.71982467203848e-09,1.87138614241948e-07,55347,"ABHD10","3",111979010,111993363,1,"protein_coding","abhydrolase domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25656]"
"1322","ENSG00000198369",897.541323884179,0.622353891692601,0.105899488269373,5.87683568507471,4.18182923691672e-09,2.09022454762719e-07,200734,"SPRED2","2",65310851,65432637,-1,"protein_coding","sprouty-related, EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]"
"258","ENSG00000102984",94.0592876496531,-1.23465249549876,0.210107595475387,-5.87628682678155,4.19571097013585e-09,2.09026456061538e-07,55565,"ZNF821","16",71859680,71895336,-1,"protein_coding","zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]"
"732","ENSG00000145675",3405.45079196902,1.44734042061136,0.24633631606467,5.87546507040966,4.21657872281793e-09,2.09377327072386e-07,5295,"PIK3R1","5",68215720,68301821,1,"protein_coding","phosphoinositide-3-kinase, regulatory subunit 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:8979]"
"417","ENSG00000116704",636.969352874686,0.876880205898871,0.149312995088669,5.87276549759206,4.28584533602445e-09,2.12121332072191e-07,23169,"SLC35D1","1",66999332,67054099,-1,"protein_coding","solute carrier family 35 (UDP-GlcA/UDP-GalNAc transporter), member D1 [Source:HGNC Symbol;Acc:HGNC:20800]"
"1030","ENSG00000168646",482.094355622195,1.23827629297261,0.211537164644471,5.85370563633004,4.80739192582543e-09,2.37159448588359e-07,8313,"AXIN2","17",65528563,65561647,-1,"protein_coding","axin 2 [Source:HGNC Symbol;Acc:HGNC:904]"
"179","ENSG00000091317",2266.21918474758,0.63828327909688,0.109209772560073,5.84456193007615,5.07903065331115e-09,2.49746491053238e-07,54918,"CMTM6","3",32481312,32503408,-1,"protein_coding","CKLF-like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]"
"904","ENSG00000162664",920.750281288416,-0.511269667024675,0.0877044131955414,-5.82946340322435,5.56058896564786e-09,2.72540841050928e-07,284695,"ZNF326","1",89995112,90035531,1,"protein_coding","zinc finger protein 326 [Source:HGNC Symbol;Acc:HGNC:14104]"
"194","ENSG00000096384",10448.0439393761,-0.353828921567543,0.0607330716499613,-5.82596782864627,5.67825546876147e-09,2.77410255078685e-07,3326,"HSP90AB1","6",44246166,44253888,1,"protein_coding","heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
"1314","ENSG00000197860",557.923109459773,0.729731599161715,0.125432853785179,5.81770706111401,5.96603362662508e-09,2.90532409245135e-07,54557,"SGTB","5",65665928,65723035,-1,"protein_coding","small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:HGNC Symbol;Acc:HGNC:23567]"
"915","ENSG00000163251",55.2268720770709,2.40843796382543,0.415589639238295,5.79523100777894,6.82272018574847e-09,3.3118620901654e-07,7855,"FZD5","2",207762586,207769563,-1,"protein_coding","frizzled class receptor 5 [Source:HGNC Symbol;Acc:HGNC:4043]"
"226","ENSG00000100813",4349.0664850073,-0.485248291566373,0.0839125834586487,-5.78278336294459,7.34746585937265e-09,3.55518755399996e-07,22985,"ACIN1","14",23058564,23095614,-1,"protein_coding","apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]"
"136","ENSG00000079462",83.0446582046078,-1.13103528279675,0.195701910543396,-5.7793778285366,7.4977376510865e-09,3.61634511865303e-07,5050,"PAFAH1B3","19",42297033,42303546,-1,"protein_coding","platelet-activating factor acetylhydrolase 1b, catalytic subunit 3 (29kDa) [Source:HGNC Symbol;Acc:HGNC:8576]"
"1189","ENSG00000182199",1350.76917987759,-0.653560085136452,0.113097371835957,-5.77873804251097,7.52630025287306e-09,3.61859737554801e-07,6472,"SHMT2","12",57229327,57234935,1,"protein_coding","serine hydroxymethyltransferase 2 (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:10852]"
"10","ENSG00000008256",3740.92435461127,1.19683520712006,0.207383364971591,5.77112444522254,7.87442919930876e-09,3.77399462732694e-07,9265,"CYTH3","7",6161776,6272644,-1,"protein_coding","cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]"
"581","ENSG00000134294",20621.3295878028,1.1018211523955,0.191019377107853,5.76811195323598,8.01645478890766e-09,3.8299434630286e-07,54407,"SLC38A2","12",46358189,46372867,-1,"protein_coding","solute carrier family 38, member 2 [Source:HGNC Symbol;Acc:HGNC:13448]"
"1134","ENSG00000175197",644.267859578971,-1.03705425849514,0.180140384338947,-5.75692264841542,8.56611377663385e-09,4.07967902978364e-07,1649,"DDIT3","12",57516588,57520517,-1,"protein_coding","DNA-damage-inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]"
"1009","ENSG00000167552",8184.00481690659,-1.27115639495685,0.220982009243778,-5.75230716431115,8.8033659007414e-09,4.17952904597895e-07,7846,"TUBA1A","12",49184796,49189324,-1,"protein_coding","tubulin, alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]"
"682","ENSG00000140807",181.229014001512,2.39364375006369,0.416683060243963,5.74451898443444,9.21826535666414e-09,4.3628321508337e-07,85407,"NKD1","16",50548330,50640739,1,"protein_coding","naked cuticle homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:17045]"
"1029","ENSG00000168621",236.351482389002,1.94574215040796,0.338800496652118,5.74303216682075,9.29960524319355e-09,4.38761748935098e-07,2668,"GDNF","5",37812677,37839686,-1,"protein_coding","glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:4232]"
"1026","ENSG00000168542",83565.7362017914,-0.843270375155736,0.14703608000662,-5.73512552237361,9.74401550770847e-09,4.58301598957282e-07,1281,"COL3A1","2",188974320,189012746,1,"protein_coding","collagen, type III, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2201]"
"292","ENSG00000105711",112.259790574475,-1.38981060085219,0.242427951284464,-5.73288102089099,9.87388991115888e-09,4.62972330354493e-07,6324,"SCN1B","19",35030684,35040448,1,"protein_coding","sodium channel, voltage gated, type I beta subunit [Source:HGNC Symbol;Acc:HGNC:10586]"
"626","ENSG00000136830",18190.1468508336,0.679128574526954,0.118710800990326,5.72086590993769,1.05982517160873e-08,4.95402846420191e-07,64855,"FAM129B","9",127505339,127578989,-1,"protein_coding","family with sequence similarity 129, member B [Source:HGNC Symbol;Acc:HGNC:25282]"
"1007","ENSG00000167460",50683.2263320668,0.752571784263418,0.131590613714952,5.71903848623749,1.07128530546287e-08,4.99218952345695e-07,7171,"TPM4","19",16067021,16103005,1,"protein_coding","tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]"
"642","ENSG00000137880",80.759235820225,1.78611598360991,0.312903040679111,5.7082090980433,1.14171106997931e-08,5.30405342172902e-07,2644,"GCHFR","15",40764020,40767710,1,"protein_coding","GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]"
"752","ENSG00000147130",1012.76452660113,-0.54332885038087,0.0953520447811751,-5.69813527992781,1.21124925151408e-08,5.6098990563244e-07,9203,"ZMYM3","X",71239624,71255146,-1,"protein_coding","zinc finger, MYM-type 3 [Source:HGNC Symbol;Acc:HGNC:13054]"
"489","ENSG00000125430",327.631266853252,0.916144947752242,0.160910624827522,5.69350189730634,1.24459832560314e-08,5.74678098818891e-07,9953,"HS3ST3B1","17",14301083,14349404,1,"protein_coding","heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:HGNC:5198]"
"962","ENSG00000165030",1443.82833809435,1.16705589413009,0.205048767413451,5.69160160703082,1.25853227189501e-08,5.79345630937686e-07,4783,"NFIL3","9",91409045,91423862,-1,"protein_coding","nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]"
"658","ENSG00000138604",1495.35127509886,0.914227102406313,0.160658218494878,5.69050939921545,1.26660939492084e-08,5.81296948062914e-07,26035,"GLCE","15",69160584,69272217,1,"protein_coding","glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]"
"146","ENSG00000083223",1508.80625959994,1.14098185340252,0.200571809376894,5.68864516378021,1.28051233212927e-08,5.859020927522e-07,79670,"ZCCHC6","9",86287733,86354454,-1,"protein_coding","zinc finger, CCHC domain containing 6 [Source:HGNC Symbol;Acc:HGNC:25817]"
"1153","ENSG00000177570",100.213918870975,-1.83168335024137,0.32206670717502,-5.68727940341247,1.29079177103909e-08,5.88826547361056e-07,401474,"SAMD12","8",118189459,118621995,-1,"protein_coding","sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750]"
"446","ENSG00000120526",248.830702078316,0.682029687515344,0.11997526932858,5.68475229380355,1.31002396830612e-08,5.95805195195081e-07,84955,"NUDCD1","8",109240919,109334385,-1,"protein_coding","NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]"
"976","ENSG00000165915",3075.26411875668,0.652698235626987,0.114836997391455,5.68369297746506,1.31816829119027e-08,5.97714334433432e-07,91252,"SLC39A13","11",47407132,47416501,1,"protein_coding","solute carrier family 39 (zinc transporter), member 13 [Source:HGNC Symbol;Acc:HGNC:20859]"
"687","ENSG00000141522",4637.60126839868,0.507028072646359,0.0893806336392808,5.67268380186926,1.4057756093414e-08,6.35536465775388e-07,396,"ARHGDIA","17",81867721,81871406,-1,"protein_coding","Rho GDP dissociation inhibitor (GDI) alpha [Source:HGNC Symbol;Acc:HGNC:678]"
"1421","ENSG00000263956",417.051579692529,-0.549775645938805,0.0970926098243944,-5.6623840571713,1.49284240886702e-08,6.7288982983009e-07,200030,"NBPF11","1",148102046,148152322,-1,"protein_coding","neuroblastoma breakpoint family, member 11 [Source:HGNC Symbol;Acc:HGNC:31993]"
"1424","ENSG00000272325",1984.30251633489,0.493979816363358,0.0872628234929325,5.66082779115399,1.50644541868322e-08,6.77006405518024e-07,11165,"NUDT3","6",34279679,34392674,-1,"protein_coding","nudix (nucleoside diphosphate linked moiety X)-type motif 3 [Source:HGNC Symbol;Acc:HGNC:8050]"
"185","ENSG00000092969",216.673053855209,-1.83722579941608,0.325376696219239,-5.64645784644071,1.63787301167762e-08,7.33893099463241e-07,7042,"TGFB2","1",218346235,218444619,1,"protein_coding","transforming growth factor, beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]"
"1051","ENSG00000169750",73.100918951143,1.36845427078211,0.242633501451094,5.64000545101121,1.70044781071451e-08,7.59683837559625e-07,5881,"RAC3","17",82031624,82034204,1,"protein_coding","ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3) [Source:HGNC Symbol;Acc:HGNC:9803]"
"1028","ENSG00000168610",7823.31821278909,0.574925064594943,0.10199279159565,5.63691860572098,1.73119886322471e-08,7.71147258339359e-07,6774,"STAT3","17",42313324,42388568,-1,"protein_coding","signal transducer and activator of transcription 3 (acute-phase response factor) [Source:HGNC Symbol;Acc:HGNC:11364]"
"386","ENSG00000114019",3733.12635874444,0.898372301980341,0.1593953536437,5.63612603155605,1.73918118308348e-08,7.7243105624045e-07,51421,"AMOTL2","3",134355874,134375479,-1,"protein_coding","angiomotin like 2 [Source:HGNC Symbol;Acc:HGNC:17812]"
"362","ENSG00000111859",1858.0254022736,1.61744202696378,0.28745847303613,5.62669804052178,1.83691869263804e-08,8.13454198830502e-07,4739,"NEDD9","6",11183298,11382348,-1,"protein_coding","neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]"
"1334","ENSG00000198795",940.328665196907,-0.843015421499124,0.150375327267592,-5.6060753902732,2.06965840261346e-08,9.1312941762631e-07,25925,"ZNF521","18",25061926,25352190,-1,"protein_coding","zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]"
"1351","ENSG00000205364",43.7683097649515,2.55606702463309,0.456016715409614,5.60520467399341,2.08009012268786e-08,9.1312941762631e-07,4499,"MT1M","16",56632233,56633986,1,"protein_coding","metallothionein 1M [Source:HGNC Symbol;Acc:HGNC:14296]"
"1399","ENSG00000241978",7636.1749946274,1.12528351505511,0.200746721832371,5.60548887067132,2.07667967175144e-08,9.1312941762631e-07,11217,"AKAP2","9",110048598,110172512,1,"protein_coding","A kinase (PRKA) anchor protein 2 [Source:HGNC Symbol;Acc:HGNC:372]"
"1193","ENSG00000182670",6932.93961437751,-0.635615223922733,0.11343257020867,-5.60346312133681,2.10110837173594e-08,9.17039950718755e-07,7267,"TTC3","21",37073226,37203112,1,"protein_coding","tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]"
"1404","ENSG00000243742",33.2352818349628,-2.2684969378816,0.404810953237769,-5.60384278077867,2.09650888028966e-08,9.17039950718755e-07,113157,"RPLP0P2","11",61615036,61639449,1,"transcribed_processed_pseudogene","ribosomal protein, large, P0 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17960]"
"1255","ENSG00000187498",2310.21204788588,1.35841927223507,0.242526221813043,5.60112330155475,2.12967175578047e-08,9.26835596014229e-07,1282,"COL4A1","13",110148963,110307149,-1,"protein_coding","collagen, type IV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2202]"
"809","ENSG00000153207",1850.45369931444,1.27148297453331,0.22705521694655,5.59988443177954,2.14494754307771e-08,9.30808897991747e-07,25909,"AHCTF1","1",246839098,246931978,-1,"protein_coding","AT hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]"
"1180","ENSG00000181192",589.519421104782,0.6848860598961,0.122345818825492,5.59795231640068,2.16898386466541e-08,9.38550303724506e-07,55526,"DHTKD1","10",12068972,12123225,1,"protein_coding","dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]"
"1332","ENSG00000198736",328.088987095931,0.690734569363095,0.123508204225146,5.59262094122863,2.23667249784259e-08,9.65082762958008e-07,51734,"MSRB1","16",1938210,1943326,-1,"protein_coding","methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:HGNC:14133]"
"586","ENSG00000134531",5891.11057831786,0.913061068843841,0.163357273124185,5.58935057730626,2.27920392501881e-08,9.80640438761645e-07,2012,"EMP1","12",13196716,13219939,1,"protein_coding","epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]"
"818","ENSG00000154262",2403.79798293357,1.02199664237446,0.182897064596198,5.58782419297341,2.29932242126207e-08,9.86493996317681e-07,23460,"ABCA6","17",69078702,69141888,-1,"protein_coding","ATP-binding cassette, sub-family A (ABC1), member 6 [Source:HGNC Symbol;Acc:HGNC:36]"
"456","ENSG00000122035",924.700573288937,2.25826583866006,0.404277021935285,5.58593666256292,2.3244394671043e-08,9.94452986703238e-07,387496,"RASL11A","13",27270327,27273690,1,"protein_coding","RAS-like, family 11, member A [Source:HGNC Symbol;Acc:HGNC:23802]"
"620","ENSG00000136436",3099.74208360613,1.0572494402376,0.189504784615714,5.57901185651608,2.41888754791587e-08,1.03194512431509e-06,10241,"CALCOCO2","17",48830988,48866522,1,"protein_coding","calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:HGNC:29912]"
"1011","ENSG00000167645",628.767987190332,1.12761089332408,0.202404093239895,5.5710873988482,2.53154285840931e-08,1.0769723761407e-06,90522,"YIF1B","19",38305104,38317273,-1,"protein_coding","Yip1 interacting factor homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:30511]"
"1126","ENSG00000174099",3075.93623913803,0.714872111470435,0.128379180719966,5.56844269811774,2.5702612494061e-08,1.0903811378783e-06,253827,"MSRB3","12",65278643,65488244,1,"protein_coding","methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]"
"1059","ENSG00000170315",8839.947333421,-0.413212184620566,0.0742669888974977,-5.56387421591679,2.63850163184445e-08,1.11620411213084e-06,7314,"UBB","17",16380798,16382745,1,"protein_coding","ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]"
"1264","ENSG00000188706",1600.23070699398,0.756475713836209,0.136051876170326,5.5602005288715,2.69464857065626e-08,1.13678140954287e-06,51114,"ZDHHC9","X",129803288,129843909,-1,"protein_coding","zinc finger, DHHC-type containing 9 [Source:HGNC Symbol;Acc:HGNC:18475]"
"373","ENSG00000112936",1960.88796191052,3.28463983451634,0.591135785656256,5.55648958194919,2.7525414124647e-08,1.15797888032716e-06,730,"C7","5",40909252,40982939,1,"protein_coding","complement component 7 [Source:HGNC Symbol;Acc:HGNC:1346]"
"1144","ENSG00000176771",113.588652626973,-2.21467325397691,0.398693418521977,-5.55482772248178,2.77885692076507e-08,1.16581130373925e-06,344148,"NCKAP5","2",132671799,133568463,-1,"protein_coding","NCK-associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]"
"118","ENSG00000075213",732.800793006738,-1.27097074551441,0.228895083044486,-5.5526345459653,2.81395974444619e-08,1.17403361789635e-06,10371,"SEMA3A","7",83955777,84492724,-1,"protein_coding","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:HGNC Symbol;Acc:HGNC:10723]"
